Key,File,Type,UsedInMainMenu,NoTranslate,english
perkLuckyLooterRank32LongDesc,progression,Perk,,,Fortune Finder II. Loot stage +17.6%. Search time reduced by 51.0%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank33Desc,progression,Perk,,,Fortune Finder III
perkLuckyLooterRank33LongDesc,progression,Perk,,,Fortune Finder III. Loot stage +18.0%. Search time reduced by 52.6%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank34Desc,progression,Perk,,,Fortune Finder IV
perkLuckyLooterRank34LongDesc,progression,Perk,,,Fortune Finder IV. Loot stage +18.4%. Search time reduced by 54.2%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank35Desc,progression,Perk,,,Fortune Finder V
perkLuckyLooterRank35LongDesc,progression,Perk,,,Fortune Finder V. Loot stage +18.8%. Search time reduced by 55.8%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank36Desc,progression,Perk,,,Fortune Finder VI
perkLuckyLooterRank36LongDesc,progression,Perk,,,Fortune Finder VI. Loot stage +19.2%. Search time reduced by 57.4%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank37Desc,progression,Perk,,,Fortune Finder VII
perkLuckyLooterRank37LongDesc,progression,Perk,,,Fortune Finder VII. Loot stage +19.6%. Search time reduced by 59.0%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank38Desc,progression,Perk,,,Fortune Finder VIII
perkLuckyLooterRank38LongDesc,progression,Perk,,,Fortune Finder VIII. Loot stage +20.1%. Search time reduced by 60.7%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank39Desc,progression,Perk,,,Fortune Finder IX
perkLuckyLooterRank39LongDesc,progression,Perk,,,Fortune Finder IX. Loot stage +20.5%. Search time reduced by 62.3%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank40Desc,progression,Perk,,,Fortune Finder X
perkLuckyLooterRank40LongDesc,progression,Perk,,,Fortune Finder X. Loot stage +20.9%. Search time reduced by 63.9%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank41Desc,progression,Perk,,,Lucky Looter I
perkLuckyLooterRank41LongDesc,progression,Perk,,,Lucky Looter I. Loot stage +21.3%. Search time reduced by 65.5%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank42Desc,progression,Perk,,,Lucky Looter II
perkLuckyLooterRank42LongDesc,progression,Perk,,,Lucky Looter II. Loot stage +21.7%. Search time reduced by 67.1%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank43Desc,progression,Perk,,,Lucky Looter III
perkLuckyLooterRank43LongDesc,progression,Perk,,,Lucky Looter III. Loot stage +22.1%. Search time reduced by 68.7%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank44Desc,progression,Perk,,,Lucky Looter IV
perkLuckyLooterRank44LongDesc,progression,Perk,,,Lucky Looter IV. Loot stage +22.6%. Search time reduced by 70.3%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank45Desc,progression,Perk,,,Lucky Looter V
perkLuckyLooterRank45LongDesc,progression,Perk,,,Lucky Looter V. Loot stage +23.0%. Search time reduced by 71.9%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank46Desc,progression,Perk,,,Lucky Looter VI
perkLuckyLooterRank46LongDesc,progression,Perk,,,Lucky Looter VI. Loot stage +23.4%. Search time reduced by 73.6%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank47Desc,progression,Perk,,,Lucky Looter VII
perkLuckyLooterRank47LongDesc,progression,Perk,,,Lucky Looter VII. Loot stage +23.8%. Search time reduced by 75.2%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank48Desc,progression,Perk,,,Lucky Looter VIII
perkLuckyLooterRank48LongDesc,progression,Perk,,,Lucky Looter VIII. Loot stage +24.2%. Search time reduced by 76.8%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank49Desc,progression,Perk,,,Lucky Looter IX
perkLuckyLooterRank49LongDesc,progression,Perk,,,Lucky Looter IX. Loot stage +24.6%. Search time reduced by 78.4%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank50Desc,progression,Perk,,,Lucky Looter X
perkLuckyLooterRank50LongDesc,progression,Perk,,,Lucky Looter X. Loot stage +25.0%. Search time reduced by 80.0%. Book find bonus (Lucky Looter): +10.0% until complete.
perkMachineGunnerRank1Desc,progression,Perk,,,Trigger Happy I
perkMachineGunnerRank1LongDesc,progression,Perk,,,"Trigger Happy I. LMGs & ARs: block damage +1%, entity damage +1%. Fire rate +1.0%, reload speed +1.0%. Stamina use: primary -1.0%, secondary -1.0%. Weapons degrade 1% slower per shot (if durability is enabled). Find chance: machine guns +2.0%, 7.62mm ammo +2.0%. Automatic Weapons books +2.0% until complete."
perkMachineGunnerRank2Desc,progression,Perk,,,Trigger Happy II
perkMachineGunnerRank2LongDesc,progression,Perk,,,"Trigger Happy II. LMGs & ARs: block damage +3%, entity damage +2%. Fire rate +1.5%, reload speed +1.6%. Stamina use: primary -1.5%, secondary -2.0%. Weapons degrade 2% slower per shot (if durability is enabled). Find chance: machine guns +2.2%, 7.62mm ammo +2.2%. Automatic Weapons books +2.2% until complete. Fortitude synergy: headshot +10%, dismember +5%."
perkMachineGunnerRank3Desc,progression,Perk,,,Trigger Happy III
perkMachineGunnerRank3LongDesc,progression,Perk,,,"Trigger Happy III. LMGs & ARs: block damage +5%, entity damage +3%. Fire rate +1.9%, reload speed +2.2%. Stamina use: primary -2.0%, secondary -3.0%. Weapons degrade 3% slower per shot (if durability is enabled). Find chance: machine guns +2.3%, 7.62mm ammo +2.3%. Automatic Weapons books +2.3% until complete. Fortitude synergy: headshot +12%, dismember +6%."
perkMachineGunnerRank4Desc,progression,Perk,,,Trigger Happy IV
perkMachineGunnerRank4LongDesc,progression,Perk,,,"Trigger Happy IV. LMGs & ARs: block damage +7%, entity damage +4%. Fire rate +2.4%, reload speed +2.8%. Stamina use: primary -2.5%, secondary -4.0%. Weapons degrade 4% slower per shot (if durability is enabled). Find chance: machine guns +2.5%, 7.62mm ammo +2.5%. Automatic Weapons books +2.5% until complete. Fortitude synergy: headshot +14%, dismember +7%."
perkMachineGunnerRank5Desc,progression,Perk,,,Trigger Happy V
perkMachineGunnerRank5LongDesc,progression,Perk,,,"Trigger Happy V. LMGs & ARs: block damage +9%, entity damage +5%. Fire rate +2.8%, reload speed +3.4%. Stamina use: primary -3.0%, secondary -5.0%. Weapons degrade 5% slower per shot (if durability is enabled). Find chance: machine guns +2.6%, 7.62mm ammo +2.6%. Automatic Weapons books +2.6% until complete. Fortitude synergy: headshot +16%, dismember +8%."
perkMachineGunnerRank6Desc,progression,Perk,,,Trigger Happy VI
perkMachineGunnerRank6LongDesc,progression,Perk,,,"Trigger Happy VI. LMGs & ARs: block damage +11%, entity damage +6%. Fire rate +3.2%, reload speed +4.0%. Stamina use: primary -3.4%, secondary -6.0%. Weapons degrade 6% slower per shot (if durability is enabled). Find chance: machine guns +2.8%, 7.62mm ammo +2.8%. Automatic Weapons books +2.8% until complete. Fortitude synergy: headshot +18%, dismember +9%."
perkMachineGunnerRank7Desc,progression,Perk,,,Trigger Happy VII
perkMachineGunnerRank7LongDesc,progression,Perk,,,"Trigger Happy VII. LMGs & ARs: block damage +13%, entity damage +7%. Fire rate +3.7%, reload speed +4.6%. Stamina use: primary -3.9%, secondary -7.0%. Weapons degrade 7% slower per shot (if durability is enabled). Find chance: machine guns +3.0%, 7.62mm ammo +3.0%. Automatic Weapons books +3.0% until complete. Fortitude synergy: headshot +20%, dismember +9%."
perkMachineGunnerRank8Desc,progression,Perk,,,Trigger Happy VIII
perkMachineGunnerRank8LongDesc,progression,Perk,,,"Trigger Happy VIII. LMGs & ARs: block damage +15%, entity damage +8%. Fire rate +4.1%, reload speed +5.2%. Stamina use: primary -4.4%, secondary -8.0%. Weapons degrade 8% slower per shot (if durability is enabled). Find chance: machine guns +3.1%, 7.62mm ammo +3.1%. Automatic Weapons books +3.1% until complete. Fortitude synergy: headshot +22%, dismember +10%."
perkMachineGunnerRank9Desc,progression,Perk,,,Trigger Happy IX
perkMachineGunnerRank9LongDesc,progression,Perk,,,"Trigger Happy IX. LMGs & ARs: block damage +17%, entity damage +9%. Fire rate +4.6%, reload speed +5.8%. Stamina use: primary -4.9%, secondary -9.0%. Weapons degrade 9% slower per shot (if durability is enabled). Find chance: machine guns +3.3%, 7.62mm ammo +3.3%. Automatic Weapons books +3.3% until complete. Fortitude synergy: headshot +23%, dismember +11%."
perkMachineGunnerRank10Desc,progression,Perk,,,Trigger Happy X
perkMachineGunnerRank10LongDesc,progression,Perk,,,"Trigger Happy X. LMGs & ARs: block damage +19%, entity damage +10%. Fire rate +5.0%, reload speed +6.3%. Stamina use: primary -5.4%, secondary -10.0%. Weapons degrade 10% slower per shot (if durability is enabled). Find chance: machine guns +3.4%, 7.62mm ammo +3.4%. Automatic Weapons books +3.4% until complete. Fortitude synergy: headshot +25%, dismember +12%."
perkMachineGunnerRank11Desc,progression,Perk,,,Lead Storm I
perkMachineGunnerRank11LongDesc,progression,Perk,,,"Lead Storm I. LMGs & ARs: block damage +21%, entity damage +11%. Fire rate +5.5%, reload speed +6.9%. Stamina use: primary -5.9%, secondary -11.0%. Weapons degrade 11% slower per shot (if durability is enabled). Find chance: machine guns +3.6%, 7.62mm ammo +3.6%. Automatic Weapons books +3.6% until complete. Fortitude synergy: headshot +27%, dismember +13%."
perkMachineGunnerRank12Desc,progression,Perk,,,Lead Storm II
perkMachineGunnerRank12LongDesc,progression,Perk,,,"Lead Storm II. LMGs & ARs: block damage +23%, entity damage +12%. Fire rate +5.9%, reload speed +7.5%. Stamina use: primary -6.3%, secondary -12.0%. Weapons degrade 12% slower per shot (if durability is enabled). Find chance: machine guns +3.8%, 7.62mm ammo +3.8%. Automatic Weapons books +3.8% until complete. Fortitude synergy: headshot +29%, dismember +14%."
perkMachineGunnerRank13Desc,progression,Perk,,,Lead Storm III
perkMachineGunnerRank13LongDesc,progression,Perk,,,"Lead Storm III. LMGs & ARs: block damage +25%, entity damage +13%. Fire rate +6.4%, reload speed +8.1%. Stamina use: primary -6.8%, secondary -13.0%. Weapons degrade 13% slower per shot (if durability is enabled). Find chance: machine guns +3.9%, 7.62mm ammo +3.9%. Automatic Weapons books +3.9% until complete. Fortitude synergy: headshot +31%, dismember +15%."
perkMachineGunnerRank14Desc,progression,Perk,,,Lead Storm IV
perkMachineGunnerRank14LongDesc,progression,Perk,,,"Lead Storm IV. LMGs & ARs: block damage +27%, entity damage +14%. Fire rate +6.8%, reload speed +8.7%. Stamina use: primary -7.3%, secondary -14.0%. Weapons degrade 14% slower per shot (if durability is enabled). Find chance: machine guns +4.1%, 7.62mm ammo +4.1%. Automatic Weapons books +4.1% until complete. Fortitude synergy: headshot +33%, dismember +16%."
perkMachineGunnerRank15Desc,progression,Perk,,,Lead Storm V
perkMachineGunnerRank15LongDesc,progression,Perk,,,"Lead Storm V. LMGs & ARs: block damage +29%, entity damage +15%. Fire rate +7.3%, reload speed +9.3%. Stamina use: primary -7.8%, secondary -15.0%. Weapons degrade 15% slower per shot (if durability is enabled). Find chance: machine guns +4.2%, 7.62mm ammo +4.2%. Automatic Weapons books +4.2% until complete. Fortitude synergy: headshot +35%, dismember +17%."
perkMachineGunnerRank16Desc,progression,Perk,,,Lead Storm VI
perkMachineGunnerRank16LongDesc,progression,Perk,,,"Lead Storm VI. LMGs & ARs: block damage +31%, entity damage +16%. Fire rate +7.7%, reload speed +9.9%. Stamina use: primary -8.3%, secondary -16.0%. Weapons degrade 16% slower per shot (if durability is enabled). Find chance: machine guns +4.4%, 7.62mm ammo +4.4%. Automatic Weapons books +4.4% until complete. Fortitude synergy: headshot +37%, dismember +18%."
perkMachineGunnerRank17Desc,progression,Perk,,,Lead Storm VII
perkMachineGunnerRank17LongDesc,progression,Perk,,,"Lead Storm VII. LMGs & ARs: block damage +33%, entity damage +17%. Fire rate +8.2%, reload speed +10.5%. Stamina use: primary -8.8%, secondary -17.0%. Weapons degrade 17% slower per shot (if durability is enabled). Find chance: machine guns +4.6%, 7.62mm ammo +4.6%. Automatic Weapons books +4.6% until complete. Fortitude synergy: headshot +39%, dismember +19%."
perkMachineGunnerRank18Desc,progression,Perk,,,Lead Storm VIII
perkMachineGunnerRank18LongDesc,progression,Perk,,,"Lead Storm VIII. LMGs & ARs: block damage +35%, entity damage +18%. Fire rate +8.6%, reload speed +11.1%. Stamina use: primary -9.3%, secondary -18.0%. Weapons degrade 18% slower per shot (if durability is enabled). Find chance: machine guns +4.7%, 7.62mm ammo +4.7%. Automatic Weapons books +4.7% until complete. Fortitude synergy: headshot +41%, dismember +20%."
perkMachineGunnerRank19Desc,progression,Perk,,,Lead Storm IX
perkMachineGunnerRank19LongDesc,progression,Perk,,,"Lead Storm IX. LMGs & ARs: block damage +37%, entity damage +19%. Fire rate +9.1%, reload speed +11.7%. Stamina use: primary -9.8%, secondary -19.0%. Weapons degrade 19% slower per shot (if durability is enabled). Find chance: machine guns +4.9%, 7.62mm ammo +4.9%. Automatic Weapons books +4.9% until complete. Fortitude synergy: headshot +43%, dismember +21%."
perkMachineGunnerRank20Desc,progression,Perk,,,Lead Storm X
perkMachineGunnerRank20LongDesc,progression,Perk,,,"Lead Storm X. LMGs & ARs: block damage +39%, entity damage +20%. Fire rate +9.5%, reload speed +12.2%. Stamina use: primary -10.2%, secondary -20.0%. Weapons degrade 20% slower per shot (if durability is enabled). Find chance: machine guns +5.1%, 7.62mm ammo +5.1%. Automatic Weapons books +5.1% until complete. Fortitude synergy: headshot +45%, dismember +22%."
perkMachineGunnerRank21Desc,progression,Perk,,,Suppressor I
perkMachineGunnerRank21LongDesc,progression,Perk,,,"Suppressor I. LMGs & ARs: block damage +41%, entity damage +21%. Fire rate +10.0%, reload speed +12.8%. Stamina use: primary -10.7%, secondary -21.0%. Weapons degrade 21% slower per shot (if durability is enabled). Find chance: machine guns +5.2%, 7.62mm ammo +5.2%. Automatic Weapons books +5.2% until complete. Fortitude synergy: headshot +47%, dismember +23%."
perkMachineGunnerRank22Desc,progression,Perk,,,Suppressor II
perkMachineGunnerRank22LongDesc,progression,Perk,,,"Suppressor II. LMGs & ARs: block damage +43%, entity damage +22%. Fire rate +10.4%, reload speed +13.4%. Stamina use: primary -11.2%, secondary -22.0%. Weapons degrade 22% slower per shot (if durability is enabled). Find chance: machine guns +5.4%, 7.62mm ammo +5.4%. Automatic Weapons books +5.4% until complete. Fortitude synergy: headshot +49%, dismember +24%."
perkMachineGunnerRank23Desc,progression,Perk,,,Suppressor III
perkMachineGunnerRank23LongDesc,progression,Perk,,,"Suppressor III. LMGs & ARs: block damage +45%, entity damage +23%. Fire rate +10.9%, reload speed +14.0%. Stamina use: primary -11.7%, secondary -23.0%. Weapons degrade 23% slower per shot (if durability is enabled). Find chance: machine guns +5.6%, 7.62mm ammo +5.6%. Automatic Weapons books +5.6% until complete. Fortitude synergy: headshot +51%, dismember +25%."
